job_title,company,location,job_link
"Software Engineer, Infrastructure Security",OpenAI,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ Remote, USA, ▪ ...",https://openai.com/careers/software-engineer-infrastructure-security-remote-us/
"Research Intern, Democratizing Foreign Policy Program",Quincy Institute for Responsible Statecraft,"Washington, DC, ▪ ...",https://jobs.lever.co/quincyinst/30f1bef2-ce4d-4768-b5fb-4951d1a5810b
"Principal Advisor, Surveillance and Digital Architecture and Governance",Resolve to Save Lives,"Remote, USA, ▪ ...",https://job-boards.greenhouse.io/resolvetosavelives/jobs/4916881008
Machine Learning Security Researcher,Trail of Bits,"Remote, USA, ▪ ...",https://apply.workable.com/j/11989286B9
Research Collaborators,"University of California, Center for Human-Compatible Artificial Intelligence","Remote, Global, ▪ San Francisco Bay Area, ▪ ...",https://humancompatible.ai/jobs#research-collaborators
"Executive Director, AI Initiative","Stanford University, School of Law","San Francisco Bay Area, ▪ ...",https://careersearch.stanford.edu/jobs/executive-director-ai-initiative-stanford-law-school-29036
NobleReach Scholars (2026),NobleReach Foundation,"USA, ▪ ...",https://noblereachfoundation.org/scholars-program/
Talent Mobilisation Lead,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/talent-mobilization-lead
Content Editor,Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/b4896108-738d-47eb-9176-c54a1fdeb9d7
"Senior Project Manager, Events",FAR AI,"San Francisco Bay Area, ▪ Remote, USA, ▪ ...",https://www.far.ai/careers/senior-project-manager-events
"Security Engineer, Infrastructure Security",OpenAI,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ Remote, USA, ▪ ...",https://openai.com/careers/security-engineer-infrastructure-security-remote-us/
"Fellow, Critical Minerals Security Program",Center for Strategic and International Studies,"Washington, DC, ▪ ...",https://careers.csis.org/opportunities/1540
"Research Engineer, Training Infrastructure Lead",Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4889377008
"Research Engineer, Training Infrastructure",Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4889498008
Full-Stack Engineer,Beneficial AI Foundation,"Remote, Global, ▪ Boston metro area, ▪ ...",https://docs.google.com/forms/d/e/1FAIpQLSdBREOw8eWFcPVsKyaA56UaBDrJlHr_XQ7e6i7V3oQE7JfliQ/viewform
Technology and Geopolitics Fellowship,"Harvard University, Belfer Center for Science and International Affairs","Boston metro area, ▪ ...",https://www.belfercenter.org/fellowship/technology-and-geopolitics
International Security Program Fellowship,"Harvard University, Belfer Center for Science and International Affairs","Boston metro area, ▪ ...",https://www.belfercenter.org/fellowship/international-security-program-fellowship
Chief Operating Officer,FAR AI,"San Francisco Bay Area, ▪ ...",https://www.far.ai/careers/chief-operating-officer-coo
Special Projects Manager,Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/a510a964-6425-405d-b757-cb7bfd19c994
Special Projects Associate,Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/9f88e794-4c93-495b-996e-eaf1c0d456f9
Policy Researcher,AI Futures Project,"San Francisco Bay Area, ▪ Washington, DC, ▪ ...",https://docs.google.com/document/d/1r5YKOUi6gMUZoZvAEh0tHbbHM9RKYk6ONEkw_Tpizb0/preview?tab=t.0
"Request for Startups, Explainable AI",Y Combinator,"San Francisco Bay Area, ▪ ...",https://www.ycombinator.com/rfs#explainable-ai
Senior Software Engineer,CivAI,"San Francisco Bay Area, ▪ ...",https://civai.org/jobs/senior-software-engineer
Director of Public Engagement,Center for AI Safety,"San Francisco Bay Area, ▪ ...",https://jobs.lever.co/aisafety/03cc11e0-135c-488c-8423-8b7c008ec73b
Cybersecurity Penetration Tester,xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4925189007
IT Coordinator,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/it-coordinator
IT Lead,Constellation,"San Francisco Bay Area, ▪ ...",https://www.constellation.org/careers/senior-it-specialist
"List of Staff Opportunities, U.S. House of Representatives","US Government, Congress","Washington, DC, ▪ ...",https://drive.google.com/file/d/1g0lMiLOqLdrewGWmjL9Kr7_3kj96lglI/view?usp=sharing
"List of Internship Opportunities, U.S. House of Representatives","US Government, Congress","Washington, DC, ▪ ...",https://drive.google.com/file/d/1fge5RmNMlneJkdwE7w9xPlpkmF37-5Y5/view?usp=sharing
"List of Internship Opportunities, U.S. Senate","US Government, Senate","Washington, DC, ▪ ...",https://www.senate.gov/employment/po/internships.htm
"List of Staff Opportunities, U.S. Senate","US Government, Senate","Washington, DC, ▪ ...",https://www.senate.gov/employment/po/positions.htm
"Security Researcher, Trusted Computing and Cryptography",OpenAI,"Remote, USA, ▪ ...",https://openai.com/careers/security-researcher-trusted-computing-and-cryptography-remote-us/
"Staff Security Engineer, Container and VM Security",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4807626008
Software Engineer,Gray Swan,"Pittsburgh, PA, ▪ ...",https://app.dover.com/apply/Gray%20Swan%20AI/267fb0ad-ccf3-42cf-ba48-b91bf15d2908
"Research Professional, Development Innovation Lab","University of Chicago, Development Innovation Lab","Chicago, IL, ▪ ...",https://job-boards.greenhouse.io/universityofchicago/jobs/7478579003
"Research Manager, Interpretability",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4009173008
"Software Engineer, Safeguards Intelligence",Anthropic,"New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4797724008
"Research Analyst, Commons",GiveWell,"USA, ▪ ...",https://grnh.se/0b4ueh0k8us
"Security Engineer, Agent Security",OpenAI,"San Francisco Bay Area, ▪ ...",https://openai.com/careers/security-engineer-agent-security-san-francisco/
Policy Analyst / Director,Encode,"Washington, DC, ▪ ...",https://docs.google.com/document/d/1UxruiF1jo5s956wbyRZp_SNrE1y4SNE0MF3-MkM5sqQ/edit?tab=t.0#heading=h.oqz3pmpx7801
"Engineering Manager, Detection and Response",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4806060008
"ML Infrastructure Engineer, Safeguards",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4778843008
"ML Infrastructure Engineering Manager, Safeguards",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4778852008
Supreme Court Fellows Program,Supreme Court of the United States,"Washington, DC, ▪ ...",https://www.supremecourt.gov/fellows/AboutFellowships.aspx
"Boren Fellowships / Boren Scholarships, Boren Awards Fund","US Government, Department of Defense","USA, ▪ ...",https://www.borenawards.org/?mc_cid=317720c102
Senior Software Security Engineer,Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4887959008
"Operations, Communications and Research Manager",Legal Advocates for Safe Science and Technology,"Remote, USA, ▪ ...",https://docs.google.com/document/d/1xKv6O1kF_-PX0jLedXEXGKMgqgFa5BtLfSy9QO1I8_Q/edit?usp=sharing
"Fellowship, International Affairs",Council on Foreign Relations,"USA, ▪ ...",https://www.cfr.org/fellowships/international-affairs-fellowship
AMS Congressional Fellowship (2026-2027),American Mathematical Society,"Washington, DC, ▪ ...",https://www.ams.org/government/government/ams-congressional-fellowship
Hertz Fellowship,The Hertz Foundation,"Remote, USA, ▪ ...",https://www.hertzfoundation.org/the-fellowship/
"Postdoctoral Associate, Cyber Security / Cyber Conflicts / Digital Economics","Yale University, Digital Ethics Center","New Haven, CT, ▪ ...",https://dec.yale.edu/join-us/researchers
"Research Engineer / Scientist, Alignment Science",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4631822008
"Postdoctoral Associate, AI Performance and Safety","Massachusetts Institute of Technology, FutureTech","Boston metro area, ▪ ...",https://futuretech.mit.edu/opportunities/postdoctoral-associate---ai-performance-and-safety
"Hardware Security Engineer, Trusted Computing and Cryptography",OpenAI,"Remote, USA, ▪ ...",https://openai.com/careers/hardware-security-engineer-trusted-computing-and-cryptography-remote-us/
"Research Engineer, Reward Models",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4613599008
"Software Engineer, Security Observability",OpenAI,"San Francisco Bay Area, ▪ ...",https://openai.com/careers/software-engineer-security-observability-san-francisco/
"Internship, Programming (Spring 2026)",Carnegie Council for Ethics in International Affairs,"New York, NY, ▪ ...",https://www.carnegiecouncil.org/about/jobs/2026-spring-programming-internship
"Intern, Tech Policy (Spring 2026)",Center for European Policy Analysis,"Washington, DC, ▪ ...",https://apply.appone.com/job/68c19d76b32f7c1a8aede55d
"Intern, Transatlantic Defense and Security (Spring 2026)",Center for European Policy Analysis,"Washington, DC, ▪ ...",https://apply.appone.com/job/68c1a09a520a30f51e313f6e
"Postdoctoral Research Associate, Program on Science and Global Security","Princeton University, School of Public and International Affairs","Princeton, NJ, ▪ ...",https://puwebp.princeton.edu/AcadHire/apply/application.xhtml?listingId=38301
Research Scientist,Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4746990008
Research Engineer,Goodfire,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/goodfire/jobs/4746983008
Application Security Engineering Manager,Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4562813008
"Director, Wadhwani AI Centre",Center for Strategic and International Studies,"Washington, DC, ▪ ...",https://careers.csis.org/opportunities/1651
"Senior Director, AI Services",Frontier,"Washington, DC, ▪ Remote, Global, ▪ Remote, USA, ▪ ...",https://www.imaginefrontier.com/senior-director-of-artificial-intelligence
"Infrastructure Security Engineer, Datacenter",xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4875081007
"AI Tutor, AI Safety",xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4876457007
"Security Engineer, Detection Platform Infrastructure",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4595463008
"Security Engineer, Detection and Response, USA",Anthropic,"San Francisco Bay Area, ▪ Washington, DC, ▪ New York, NY, ▪ Seattle metro area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4595465008
Full-Stack Product Engineer,Transluce,"San Francisco Bay Area, ▪ ...",https://jobs.gem.com/transluce/am9icG9zdDqnxHh0KGF4UP1n5BMwIsso
Executive Assistant,Transluce,"San Francisco Bay Area, ▪ ...",https://jobs.gem.com/transluce/am9icG9zdDpZYafscnNJZOYwl-p9zdtp
"Research Engineer, Machine Learning",Transluce,"San Francisco Bay Area, ▪ ...",https://jobs.gem.com/transluce/am9icG9zdDopwPeycQ2A_eZEMCuguKM-
Policy Director,PauseAI,"London, UK, ▪ Remote, USA, ▪ Remote, Europe, ▪ ...",https://pauseai.info/policy-director-vacancy
"Research Lead, AI Security Policy",RAND Corporation,"Washington, DC, ▪ ...",https://rand.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/Washington-DC-DC-Metro-Area/Research-Lead---AI-Security-Policy_R3121
"Research Lead, AI Cyber Testing",RAND Corporation,"Los Angeles, CA, ▪ Washington, DC, ▪ Pittsburgh, PA, ▪ Boston metro area, ▪ Remote, USA, ▪ ...",https://rand.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/Washington-DC-DC-Metro-Area/Research-Lead----AI-Cyber-Testing---Evaluation_R3122
"Research Lead, Securing Frontier AI",RAND Corporation,"Los Angeles, CA, ▪ Washington, DC, ▪ Pittsburgh, PA, ▪ Boston metro area, ▪ Remote, USA, ▪ ...",https://rand.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/Washington-DC-DC-Metro-Area/Research-Lead---Securing-Frontier-AI_R3124
"Research Engineer / Scientist, Safety Oversight",OpenAI,"San Francisco Bay Area, ▪ ...",https://openai.com/careers/research-engineer-scientist-safety-oversight-san-francisco/
"Head of Policy, Compliance and Government Affairs, AI Safety and Security",HydroX AI,"San Jose, CA, ▪ ...",https://www.linkedin.com/jobs/view/4293144297/?alternateChannel=search&refId=hrKrXnLLdgViqGeOZXjZAg%3D%3D&trackingId=T%2FeF%2FqLTL6ZGpttCmTlm0w%3D%3D
"Member of Technical Staff, Safety, Security",xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4799204007
"Intern, Futures Lab (Fall 2025)",Center for Strategic and International Studies,"Washington, DC, ▪ ...",https://careers.csis.org/opportunities/1685
Senior Technology Specialist,GiveWell,"USA, ▪ ...",https://grnh.se/awmvo9218us
"Member of Technical Staff, Reasoning, Alignment",xAI,"San Francisco Bay Area, ▪ ...",https://job-boards.greenhouse.io/xai/jobs/4855263007
Philanthropy Associate,GiveWell,"USA, ▪ ...",https://grnh.se/offtpdi88us
Software Engineer,CivAI,"San Francisco Bay Area, ▪ ...",https://civai.org/jobs/software-engineer
"Intern, Critical Minerals Security Program (Fall 2025)",Center for Strategic and International Studies,"Washington, DC, ▪ ...",https://careers.csis.org/opportunities/1669
"Research Engineer, AI Safety",Beneficial AI Foundation,"Remote, Global, ▪ Boston metro area, ▪ ...",https://docs.google.com/forms/d/1irecYvgyrSR-5r8hN8qAXumheEuz02TtRgFp-QxYheY/viewform?edit_requested=true
"Security Software Engineer, Detection Platform, Insider Risk",Anthropic,"San Francisco Bay Area, ▪ ...",https://boards.greenhouse.io/anthropic/jobs/4740845008
Associate Fellow,Center for a New American Security,"Washington, DC, ▪ ...",https://www.cnas.org/careers/associate-fellow-2
